Angle,Intensity
1.31000,18017.0
1.32000,18025.0
1.33000,17911.0
1.34000,17126.0
1.35000,16364.0
1.36000,15274.0
1.37000,13982.0
1.38000,12255.0
1.39000,10803.0
1.40000,9240.0
1.41000,7748.0
1.42000,6505.0
1.43000,5222.0
1.44000,4584.0
1.45000,3687.0
1.46000,3374.0
1.47000,3056.0
1.48000,2728.0
1.49000,2808.0
1.50000,2781.0
1.51000,3043.0
1.52000,3094.0
1.53000,3453.0
1.54000,3565.0
1.55000,3547.0
1.56000,3622.0
1.57000,3684.0
1.58000,3727.0
1.59000,3592.0
1.60000,3359.0
1.61000,3248.0
1.62000,3038.0
1.63000,2728.0
1.64000,2414.0
1.65000,2228.0
1.66000,1936.0
1.67000,1741.0
1.68000,1584.0
1.69000,1283.0
1.70000,1244.0
1.71000,1074.0
1.72000,1027.0
1.73000,1060.0
1.74000,991.0
1.75000,980.0
1.76000,990.0
1.77000,991.0
1.78000,1097.0
1.79000,1145.0
1.80000,1158.0
1.81000,1290.0
1.82000,1245.0
1.83000,1236.0
1.84000,1223.0
1.85000,1186.0
1.86000,1193.0
1.87000,1104.0
1.88000,1087.0
1.89000,1018.0
1.90000,939.0
1.91000,773.0
1.92000,703.0
1.93000,658.0
1.94000,556.0
1.95000,443.0
1.96000,413.0
1.97000,345.0
1.98000,267.0
1.99000,224.0
2.00000,205.0
2.01000,218.0
2.02000,223.0
2.03000,220.0
2.04000,259.0
2.05000,286.0
2.06000,268.0
2.07000,329.0
2.08000,345.0
2.09000,407.0
2.10000,381.0
2.11000,388.0
2.12000,411.0
2.13000,407.0
2.14000,415.0
2.15000,363.0
2.16000,340.0
2.17000,346.0
2.18000,293.0
2.19000,270.0
2.20000,276.0
2.21000,229.0
2.22000,195.0
2.23000,161.0
2.24000,136.0
2.25000,140.0
2.26000,103.0
2.27000,69.0
2.28000,61.0
2.29000,59.0
2.30000,40.0
2.31000,37.0
2.32000,43.0
2.33000,54.0
2.34000,50.0
2.35000,53.0
2.36000,88.0
2.37000,62.0
2.38000,84.0
2.39000,109.0
2.40000,91.0
2.41000,98.0
2.42000,74.0
2.43000,121.0
2.44000,89.0
2.45000,81.0
2.46000,73.0
2.47000,88.0
2.48000,68.0
2.49000,64.0
2.50000,27.0
2.51000,44.0
2.52000,36.0
2.53000,29.0
2.54000,27.0
2.55000,21.0
2.56000,11.0
2.57000,12.0
2.58000,15.0
2.59000,9.0
2.60000,10.0
2.61000,13.0
2.62000,20.0
2.63000,14.0
2.64000,27.0
2.65000,19.0
2.66000,31.0
2.67000,20.0
2.68000,30.0
2.69000,23.0
2.70000,27.0
2.71000,22.0
2.72000,20.0
2.73000,27.0
2.74000,25.0
2.75000,21.0
2.76000,15.0
2.77000,14.0
2.78000,17.0
2.79000,4.0
2.80000,16.0
2.81000,14.0
2.82000,9.0
2.83000,8.0
2.84000,5.0
2.85000,6.0
2.86000,11.0
2.87000,3.0
2.88000,10.0
2.89000,9.0
2.90000,9.0
2.91000,11.0
2.92000,17.0
2.93000,8.0
2.94000,9.0
2.95000,15.0
2.96000,21.0
2.97000,16.0
2.98000,15.0
2.99000,13.0
3.00000,7.0
3.01000,7.0
3.02000,9.0
3.03000,13.0
3.04000,10.0
3.05000,13.0
3.06000,12.0
3.07000,5.0
3.08000,1.0
3.09000,6.0
3.10000,1.0
3.11000,4.0
3.12000,5.0
3.13000,5.0
3.14000,6.0
3.15000,8.0
3.16000,5.0
3.17000,7.0
3.18000,6.0
3.19000,10.0
3.20000,6.0
3.21000,8.0
3.22000,10.0
3.23000,4.0
3.24000,5.0
3.25000,7.0
3.26000,17.0
3.27000,10.0
3.28000,15.0
3.29000,10.0
3.30000,10.0
3.31000,12.0
3.32000,6.0
3.33000,6.0
3.34000,9.0
3.35000,4.0
3.36000,11.0
3.37000,7.0
3.38000,9.0
3.39000,8.0
3.40000,7.0
3.41000,8.0
3.42000,8.0
3.43000,1.0
3.44000,7.0
3.45000,1.0
3.46000,3.0
3.47000,10.0
3.48000,10.0
3.49000,9.0
3.50000,6.0
3.51000,6.0
3.52000,5.0
3.53000,6.0
3.54000,2.0
3.55000,11.0
3.56000,6.0
3.57000,6.0
3.58000,9.0
3.59000,4.0
3.60000,10.0
3.61000,7.0
3.62000,4.0
3.63000,6.0
3.64000,5.0
3.65000,7.0
3.66000,8.0
3.67000,2.0
3.68000,3.0
3.69000,7.0
3.70000,5.0
3.71000,4.0
3.72000,5.0
3.73000,4.0
3.74000,7.0
3.75000,6.0
3.76000,2.0
3.77000,5.0
3.78000,2.0
3.79000,7.0
3.80000,6.0
3.81000,7.0
3.82000,3.0
3.83000,4.0
3.84000,5.0
3.85000,2.0
3.86000,5.0
3.87000,2.0
3.88000,3.0
3.89000,3.0
3.90000,5.0
3.91000,1.0
3.92000,3.0
3.93000,7.0
3.94000,3.0
3.95000,5.0
3.96000,4.0
3.97000,4.0
3.98000,6.0
3.99000,6.0
4.00000,5.0
4.01000,3.0
4.02000,5.0
4.03000,4.0
4.04000,1.0
4.05000,3.0
4.06000,5.0
4.07000,2.0
4.08000,9.0
4.09000,1.0
4.10000,3.0
4.11000,6.0
4.12000,4.0
4.13000,6.0
4.14000,4.0
4.15000,5.0
4.16000,2.0
4.17000,4.0
4.18000,3.0
4.19000,2.0
4.20000,0.0
4.21000,5.0
4.22000,1.0
4.23000,7.0
4.24000,2.0
4.25000,3.0
4.26000,2.0
4.27000,4.0
4.28000,5.0
4.29000,4.0
4.30000,6.0
4.31000,1.0
4.32000,2.0
4.33000,2.0
4.34000,3.0
4.35000,5.0
4.36000,2.0
4.37000,4.0
4.38000,2.0
4.39000,2.0
4.40000,3.0
4.41000,1.0
4.42000,2.0
4.43000,3.0
4.44000,5.0
4.45000,4.0
4.46000,3.0
4.47000,3.0
4.48000,0.0
4.49000,3.0
4.50000,1.0
4.51000,1.0
4.52000,5.0
4.53000,3.0
4.54000,4.0
4.55000,1.0
4.56000,3.0
4.57000,5.0
4.58000,3.0
4.59000,3.0
4.60000,4.0
4.61000,3.0
4.62000,1.0
4.63000,2.0
4.64000,2.0
4.65000,1.0
4.66000,3.0
4.67000,1.0
4.68000,4.0
4.69000,4.0
4.70000,1.0
4.71000,3.0
4.72000,1.0
4.73000,1.0
4.74000,0.0
4.75000,3.0
4.76000,2.0
4.77000,2.0
4.78000,2.0
4.79000,1.0
4.80000,2.0
4.81000,2.0
4.82000,2.0
4.83000,1.0
4.84000,0.0
4.85000,2.0
4.86000,2.0
4.87000,0.0
4.88000,2.0
4.89000,3.0
4.90000,1.0
4.91000,4.0
4.92000,1.0
4.93000,2.0
4.94000,3.0
4.95000,3.0
4.96000,1.0
4.97000,4.0
4.98000,2.0
4.99000,1.0
5.00000,2.0
5.01000,1.0
5.02000,2.0
5.03000,1.0
5.04000,1.0
5.05000,2.0
5.06000,0.0
5.07000,4.0
5.08000,2.0
5.09000,3.0
5.10000,2.0
5.11000,2.0
5.12000,1.0
5.13000,2.0
5.14000,3.0
5.15000,3.0
5.16000,2.0
5.17000,5.0
5.18000,1.0
5.19000,3.0
5.20000,3.0
5.21000,1.0
5.22000,1.0
5.23000,0.0
5.24000,4.0
5.25000,2.0
5.26000,3.0
5.27000,0.0
5.28000,1.0
5.29000,4.0
5.30000,1.0
5.31000,1.0
5.32000,2.0
5.33000,0.0
5.34000,1.0
5.35000,0.0
5.36000,0.0
5.37000,1.0
5.38000,1.0
5.39000,2.0
5.40000,2.0
5.41000,3.0
5.42000,1.0
5.43000,2.0
5.44000,0.0
5.45000,0.0
5.46000,1.0
5.47000,1.0
5.48000,1.0
5.49000,1.0
5.50000,3.0
5.51000,0.0
5.52000,0.0
5.53000,3.0
5.54000,2.0
5.55000,1.0
5.56000,1.0
5.57000,0.0
5.58000,0.0
5.59000,2.0
5.60000,2.0
5.61000,3.0
5.62000,1.0
5.63000,1.0
5.64000,0.0
5.65000,1.0
5.66000,2.0
5.67000,3.0
5.68000,4.0
5.69000,0.0
5.70000,0.0
5.71000,2.0
5.72000,2.0
5.73000,1.0
5.74000,2.0
5.75000,2.0
5.76000,1.0
5.77000,0.0
5.78000,2.0
5.79000,0.0
5.80000,0.0
5.81000,0.0
5.82000,2.0
5.83000,1.0
5.84000,1.0
5.85000,2.0
5.86000,0.0
5.87000,0.0
5.88000,2.0
5.89000,1.0
5.90000,2.0
5.91000,2.0
5.92000,1.0
5.93000,0.0
5.94000,1.0
5.95000,0.0
5.96000,0.0
5.97000,0.0
5.98000,1.0
5.99000,0.0
