Angle,Intensity
1.19500,31332.0
1.20500,28179.0
1.21500,24615.0
1.22500,22404.0
1.23500,20880.0
1.24500,20647.0
1.25500,20404.0
1.26500,20949.0
1.27500,20915.0
1.28500,21490.0
1.29500,21278.0
1.30500,20381.0
1.31500,19275.0
1.32500,18056.0
1.33500,16838.0
1.34500,15379.0
1.35500,14371.0
1.36500,13429.0
1.37500,13080.0
1.38500,12588.0
1.39500,12367.0
1.40500,12399.0
1.41500,12144.0
1.42500,11911.0
1.43500,11576.0
1.44500,11117.0
1.45500,10873.0
1.46500,10344.0
1.47500,9668.0
1.48500,9176.0
1.49500,8699.0
1.50500,8275.0
1.51500,7921.0
1.52500,8033.0
1.53500,7741.0
1.54500,7641.0
1.55500,7426.0
1.56500,7250.0
1.57500,7088.0
1.58500,6884.0
1.59500,6593.0
1.60500,6331.0
1.61500,6050.0
1.62500,5740.0
1.63500,5515.0
1.64500,5347.0
1.65500,5121.0
1.66500,5079.0
1.67500,4918.0
1.68500,4628.0
1.69500,4678.0
1.70500,4641.0
1.71500,4420.0
1.72500,4298.0
1.73500,4145.0
1.74500,3988.0
1.75500,3844.0
1.76500,3644.0
1.77500,3615.0
1.78500,3350.0
1.79500,3359.0
1.80500,3191.0
1.81500,3072.0
1.82500,3109.0
1.83500,3022.0
1.84500,2996.0
1.85500,2823.0
1.86500,2743.0
1.87500,2656.0
1.88500,2557.0
1.89500,2565.0
1.90500,2389.0
1.91500,2205.0
1.92500,2173.0
1.93500,2093.0
1.94500,2073.0
1.95500,1910.0
1.96500,1959.0
1.97500,1870.0
1.98500,1868.0
1.99500,1859.0
2.00500,1664.0
2.01500,1676.0
2.02500,1641.0
2.03500,1555.0
2.04500,1509.0
2.05500,1512.0
2.06500,1431.0
2.07500,1361.0
2.08500,1294.0
2.09500,1269.0
2.10500,1263.0
2.11500,1288.0
2.12500,1277.0
2.13500,1175.0
2.14500,1177.0
2.15500,1172.0
2.16500,1156.0
2.17500,1128.0
2.18500,1042.0
2.19500,1099.0
2.20500,950.0
2.21500,979.0
2.22500,965.0
2.23500,922.0
2.24500,893.0
2.25500,836.0
2.26500,830.0
2.27500,811.0
2.28500,745.0
2.29500,819.0
2.30500,730.0
2.31500,741.0
2.32500,692.0
2.33500,639.0
2.34500,715.0
2.35500,594.0
2.36500,608.0
2.37500,620.0
2.38500,581.0
2.39500,535.0
2.40500,590.0
2.41500,528.0
2.42500,502.0
2.43500,540.0
2.44500,543.0
2.45500,529.0
2.46500,476.0
2.47500,493.0
2.48500,472.0
2.49500,426.0
2.50500,440.0
2.51500,398.0
2.52500,423.0
2.53500,401.0
2.54500,366.0
2.55500,388.0
2.56500,405.0
2.57500,349.0
2.58500,332.0
2.59500,361.0
2.60500,336.0
2.61500,338.0
2.62500,310.0
2.63500,294.0
2.64500,314.0
2.65500,321.0
2.66500,312.0
2.67500,284.0
2.68500,256.0
2.69500,266.0
2.70500,263.0
2.71500,227.0
2.72500,246.0
2.73500,236.0
2.74500,225.0
2.75500,232.0
2.76500,201.0
2.77500,223.0
2.78500,198.0
2.79500,177.0
2.80500,182.0
2.81500,170.0
2.82500,178.0
2.83500,157.0
2.84500,158.0
2.85500,181.0
2.86500,149.0
2.87500,151.0
2.88500,127.0
2.89500,186.0
2.90500,123.0
2.91500,134.0
2.92500,144.0
2.93500,126.0
2.94500,143.0
2.95500,126.0
2.96500,115.0
2.97500,103.0
2.98500,132.0
2.99500,119.0
3.00500,125.0
3.01500,123.0
3.02500,96.0
3.03500,99.0
3.04500,109.0
3.05500,109.0
3.06500,122.0
3.07500,101.0
3.08500,86.0
3.09500,99.0
3.10500,101.0
3.11500,109.0
3.12500,90.0
3.13500,85.0
3.14500,89.0
3.15500,94.0
3.16500,80.0
3.17500,73.0
3.18500,77.0
3.19500,54.0
3.20500,74.0
3.21500,62.0
3.22500,89.0
3.23500,70.0
3.24500,77.0
3.25500,55.0
3.26500,45.0
3.27500,52.0
3.28500,49.0
3.29500,55.0
3.30500,45.0
3.31500,51.0
3.32500,47.0
3.33500,56.0
3.34500,47.0
3.35500,39.0
3.36500,31.0
3.37500,27.0
3.38500,27.0
3.39500,23.0
3.40500,22.0
3.41500,28.0
3.42500,27.0
3.43500,29.0
3.44500,17.0
3.45500,24.0
3.46500,29.0
3.47500,16.0
3.48500,17.0
3.49500,19.0
3.50500,12.0
3.51500,13.0
3.52500,19.0
3.53500,22.0
3.54500,11.0
3.55500,18.0
3.56500,16.0
3.57500,11.0
3.58500,16.0
3.59500,13.0
3.60500,14.0
3.61500,9.0
3.62500,18.0
3.63500,13.0
3.64500,7.0
3.65500,19.0
3.66500,8.0
3.67500,13.0
3.68500,8.0
3.69500,4.0
3.70500,7.0
3.71500,11.0
3.72500,4.0
3.73500,11.0
3.74500,8.0
3.75500,7.0
3.76500,8.0
3.77500,8.0
3.78500,8.0
3.79500,11.0
3.80500,3.0
3.81500,3.0
3.82500,4.0
3.83500,9.0
3.84500,5.0
3.85500,5.0
3.86500,3.0
3.87500,3.0
3.88500,7.0
3.89500,4.0
3.90500,10.0
3.91500,8.0
3.92500,3.0
3.93500,5.0
3.94500,9.0
3.95500,8.0
3.96500,10.0
3.97500,3.0
3.98500,3.0
3.99500,5.0
4.00500,8.0
4.01500,5.0
4.02500,2.0
4.03500,7.0
4.04500,4.0
4.05500,1.0
4.06500,6.0
4.07500,5.0
4.08500,5.0
4.09500,3.0
4.10500,3.0
4.11500,4.0
4.12500,3.0
4.13500,5.0
4.14500,3.0
4.15500,4.0
4.16500,2.0
4.17500,3.0
4.18500,5.0
4.19500,5.0
4.20500,4.0
4.21500,1.0
4.22500,3.0
4.23500,4.0
4.24500,3.0
4.25500,3.0
4.26500,2.0
4.27500,4.0
4.28500,2.0
4.29500,4.0
4.30500,1.0
4.31500,2.0
4.32500,3.0
4.33500,4.0
4.34500,8.0
4.35500,2.0
4.36500,3.0
4.37500,2.0
4.38500,9.0
4.39500,2.0
4.40500,3.0
4.41500,1.0
4.42500,3.0
4.43500,3.0
4.44500,1.0
4.45500,3.0
4.46500,4.0
4.47500,2.0
4.48500,2.0
4.49500,3.0
4.50500,3.0
4.51500,1.0
4.52500,0.0
4.53500,3.0
4.54500,1.0
4.55500,1.0
4.56500,2.0
4.57500,2.0
4.58500,5.0
4.59500,2.0
4.60500,0.0
4.61500,0.0
4.62500,3.0
4.63500,3.0
4.64500,1.0
4.65500,2.0
4.66500,3.0
4.67500,2.0
4.68500,2.0
4.69500,1.0
4.70500,4.0
4.71500,2.0
4.72500,3.0
4.73500,1.0
4.74500,2.0
4.75500,2.0
4.76500,2.0
4.77500,2.0
4.78500,0.0
4.79500,2.0
4.80500,4.0
4.81500,1.0
4.82500,2.0
4.83500,1.0
4.84500,2.0
4.85500,2.0
4.86500,1.0
4.87500,3.0
4.88500,4.0
4.89500,2.0
4.90500,0.0
4.91500,3.0
4.92500,1.0
4.93500,1.0
4.94500,1.0
4.95500,4.0
4.96500,1.0
4.97500,0.0
4.98500,4.0
4.99500,2.0
5.00500,4.0
5.01500,2.0
5.02500,1.0
5.03500,2.0
5.04500,3.0
5.05500,2.0
5.06500,4.0
5.07500,2.0
5.08500,2.0
5.09500,2.0
5.10500,0.0
5.11500,1.0
5.12500,4.0
5.13500,1.0
5.14500,3.0
5.15500,1.0
5.16500,4.0
5.17500,3.0
5.18500,1.0
5.19500,1.0
5.20500,1.0
5.21500,1.0
5.22500,2.0
5.23500,3.0
5.24500,2.0
5.25500,1.0
5.26500,3.0
5.27500,1.0
5.28500,2.0
5.29500,0.0
5.30500,4.0
5.31500,2.0
5.32500,3.0
5.33500,2.0
5.34500,2.0
5.35500,2.0
5.36500,2.0
5.37500,0.0
5.38500,2.0
5.39500,3.0
5.40500,1.0
5.41500,0.0
5.42500,1.0
5.43500,4.0
5.44500,2.0
5.45500,1.0
5.46500,1.0
5.47500,2.0
5.48500,2.0
5.49500,1.0
5.50500,2.0
5.51500,1.0
5.52500,4.0
5.53500,3.0
5.54500,3.0
5.55500,3.0
5.56500,1.0
5.57500,1.0
5.58500,3.0
5.59500,3.0
5.60500,1.0
5.61500,2.0
5.62500,1.0
5.63500,1.0
5.64500,2.0
5.65500,3.0
5.66500,2.0
5.67500,2.0
5.68500,0.0
5.69500,1.0
5.70500,2.0
5.71500,5.0
5.72500,2.0
5.73500,3.0
5.74500,3.0
5.75500,1.0
5.76500,4.0
5.77500,2.0
5.78500,0.0
5.79500,0.0
5.80500,0.0
5.81500,2.0
5.82500,1.0
5.83500,1.0
5.84500,5.0
5.85500,2.0
5.86500,1.0
5.87500,1.0
5.88500,5.0
5.89500,0.0
5.90500,0.0
5.91500,1.0
5.92500,0.0
5.93500,1.0
5.94500,2.0
5.95500,1.0
5.96500,3.0
5.97500,0.0
5.98500,3.0
5.99500,1.0
