Angle,Intensity
2.86000,165.0
2.87000,164.0
2.88000,171.0
2.89000,156.0
2.90000,149.0
2.91000,154.0
2.92000,160.0
2.93000,167.0
2.94000,135.0
2.95000,150.0
2.96000,145.0
2.97000,131.0
2.98000,122.0
2.99000,139.0
3.00000,119.0
3.01000,138.0
3.02000,115.0
3.03000,141.0
3.04000,114.0
3.05000,113.0
3.06000,106.0
3.07000,111.0
3.08000,123.0
3.09000,106.0
3.10000,90.0
3.11000,108.0
3.12000,114.0
3.13000,106.0
3.14000,109.0
3.15000,113.0
3.16000,95.0
3.17000,96.0
3.18000,87.0
3.19000,81.0
3.20000,84.0
3.21000,75.0
3.22000,77.0
3.23000,70.0
3.24000,70.0
3.25000,64.0
3.26000,69.0
3.27000,59.0
3.28000,60.0
3.29000,73.0
3.30000,59.0
3.31000,50.0
3.32000,58.0
3.33000,64.0
3.34000,44.0
3.35000,53.0
3.36000,34.0
3.37000,47.0
3.38000,47.0
3.39000,53.0
3.40000,41.0
3.41000,48.0
3.42000,38.0
3.43000,30.0
3.44000,35.0
3.45000,39.0
3.46000,25.0
3.47000,23.0
3.48000,39.0
3.49000,25.0
3.50000,30.0
3.51000,12.0
3.52000,29.0
3.53000,31.0
3.54000,15.0
3.55000,11.0
3.56000,14.0
3.57000,13.0
3.58000,7.0
3.59000,17.0
3.60000,18.0
3.61000,13.0
3.62000,7.0
3.63000,14.0
3.64000,17.0
3.65000,16.0
3.66000,13.0
3.67000,14.0
3.68000,9.0
3.69000,11.0
3.70000,12.0
3.71000,7.0
3.72000,14.0
3.73000,12.0
3.74000,8.0
3.75000,7.0
3.76000,9.0
3.77000,9.0
3.78000,8.0
3.79000,6.0
3.80000,12.0
3.81000,9.0
3.82000,6.0
3.83000,3.0
3.84000,5.0
3.85000,4.0
3.86000,7.0
3.87000,6.0
3.88000,3.0
3.89000,5.0
3.90000,8.0
3.91000,3.0
3.92000,6.0
3.93000,8.0
3.94000,8.0
3.95000,7.0
3.96000,4.0
3.97000,7.0
3.98000,3.0
3.99000,7.0
4.00000,8.0
4.01000,3.0
4.02000,9.0
4.03000,4.0
4.04000,2.0
4.05000,5.0
4.06000,2.0
4.07000,3.0
4.08000,3.0
4.09000,3.0
4.10000,2.0
4.11000,1.0
4.12000,2.0
4.13000,2.0
4.14000,6.0
4.15000,0.0
4.16000,3.0
4.17000,3.0
4.18000,5.0
4.19000,2.0
4.20000,3.0
4.21000,6.0
4.22000,2.0
4.23000,2.0
4.24000,4.0
4.25000,2.0
4.26000,4.0
4.27000,4.0
4.28000,0.0
4.29000,1.0
4.30000,3.0
4.31000,3.0
4.32000,0.0
4.33000,2.0
4.34000,2.0
4.35000,3.0
4.36000,1.0
4.37000,3.0
4.38000,0.0
4.39000,0.0
4.40000,5.0
4.41000,2.0
4.42000,4.0
4.43000,2.0
4.44000,4.0
4.45000,3.0
4.46000,2.0
4.47000,3.0
4.48000,2.0
4.49000,0.0
4.50000,2.0
4.51000,1.0
4.52000,4.0
4.53000,3.0
4.54000,2.0
4.55000,3.0
4.56000,2.0
4.57000,4.0
4.58000,4.0
4.59000,1.0
4.60000,3.0
4.61000,3.0
4.62000,3.0
4.63000,4.0
4.64000,2.0
4.65000,6.0
4.66000,3.0
4.67000,1.0
4.68000,1.0
4.69000,2.0
4.70000,0.0
4.71000,3.0
4.72000,4.0
4.73000,5.0
4.74000,1.0
4.75000,1.0
4.76000,1.0
4.77000,4.0
4.78000,1.0
4.79000,1.0
4.80000,2.0
4.81000,3.0
4.82000,2.0
4.83000,0.0
4.84000,4.0
4.85000,1.0
4.86000,2.0
4.87000,1.0
4.88000,1.0
4.89000,2.0
4.90000,2.0
4.91000,3.0
4.92000,2.0
4.93000,4.0
4.94000,1.0
4.95000,3.0
4.96000,2.0
4.97000,3.0
4.98000,0.0
4.99000,0.0
5.00000,5.0
5.01000,3.0
5.02000,2.0
5.03000,2.0
5.04000,2.0
5.05000,4.0
5.06000,3.0
5.07000,5.0
5.08000,2.0
5.09000,5.0
5.10000,1.0
5.11000,3.0
5.12000,3.0
5.13000,2.0
5.14000,5.0
5.15000,0.0
5.16000,2.0
5.17000,4.0
5.18000,6.0
5.19000,1.0
5.20000,1.0
5.21000,1.0
5.22000,2.0
5.23000,2.0
5.24000,2.0
5.25000,3.0
5.26000,1.0
5.27000,5.0
5.28000,2.0
5.29000,2.0
5.30000,0.0
5.31000,0.0
5.32000,2.0
5.33000,3.0
5.34000,2.0
5.35000,2.0
5.36000,1.0
5.37000,4.0
5.38000,3.0
5.39000,2.0
5.40000,3.0
5.41000,5.0
5.42000,3.0
5.43000,3.0
5.44000,0.0
5.45000,1.0
5.46000,4.0
5.47000,4.0
5.48000,3.0
5.49000,2.0
5.50000,1.0
5.51000,1.0
5.52000,2.0
5.53000,1.0
5.54000,0.0
5.55000,4.0
5.56000,1.0
5.57000,0.0
5.58000,1.0
5.59000,0.0
5.60000,1.0
5.61000,1.0
5.62000,1.0
5.63000,4.0
5.64000,3.0
5.65000,3.0
5.66000,2.0
5.67000,3.0
5.68000,0.0
5.69000,0.0
5.70000,5.0
5.71000,3.0
5.72000,2.0
5.73000,2.0
5.74000,0.0
5.75000,2.0
5.76000,2.0
5.77000,1.0
5.78000,0.0
5.79000,1.0
5.80000,2.0
5.81000,1.0
5.82000,1.0
5.83000,4.0
5.84000,1.0
5.85000,1.0
5.86000,1.0
5.87000,1.0
5.88000,1.0
5.89000,1.0
5.90000,0.0
5.91000,3.0
5.92000,0.0
5.93000,1.0
5.94000,1.0
5.95000,1.0
5.96000,1.0
5.97000,0.0
5.98000,1.0
